time,open,high,low,close,volume
2023-08-26 09:30:00,1647.73000000,1650.15000000,1647.53000000,1649.41000000,2814.80440000
2023-08-26 10:00:00,1649.40000000,1650.09000000,1648.83000000,1649.81000000,1404.64810000
2023-08-26 10:30:00,1649.81000000,1650.12000000,1649.00000000,1650.11000000,1169.04680000
2023-08-26 11:00:00,1650.12000000,1650.39000000,1650.02000000,1650.17000000,1248.22550000
2023-08-26 11:30:00,1650.18000000,1650.80000000,1649.71000000,1650.50000000,888.90590000
2023-08-26 12:00:00,1650.50000000,1650.50000000,1647.50000000,1647.82000000,2573.54380000
2023-08-26 12:30:00,1647.82000000,1649.94000000,1646.91000000,1649.94000000,1730.84690000
2023-08-26 13:00:00,1649.94000000,1650.08000000,1649.40000000,1649.58000000,734.62820000
2023-08-26 13:30:00,1649.58000000,1650.53000000,1649.58000000,1650.51000000,1085.82900000
2023-08-26 14:00:00,1650.52000000,1650.74000000,1649.17000000,1649.17000000,935.62350000
2023-08-26 14:30:00,1649.18000000,1652.49000000,1649.17000000,1652.22000000,1831.08570000
2023-08-26 15:00:00,1652.21000000,1653.00000000,1650.93000000,1650.94000000,1588.62900000
2023-08-26 15:30:00,1650.93000000,1651.95000000,1650.86000000,1651.50000000,809.92100000
2023-08-26 16:00:00,1651.51000000,1652.00000000,1650.12000000,1650.22000000,1641.39340000
2023-08-26 16:30:00,1650.23000000,1650.23000000,1646.91000000,1648.40000000,5201.89310000
2023-08-26 17:00:00,1648.40000000,1648.41000000,1644.50000000,1645.39000000,3641.61590000
2023-08-26 17:30:00,1645.40000000,1646.80000000,1644.00000000,1646.41000000,2095.90650000
2023-08-26 18:00:00,1646.41000000,1646.41000000,1644.50000000,1644.78000000,929.34110000
2023-08-26 18:30:00,1644.78000000,1645.93000000,1644.40000000,1645.87000000,751.38700000
2023-08-26 19:00:00,1645.87000000,1645.88000000,1644.01000000,1645.01000000,1076.97320000
2023-08-26 19:30:00,1645.02000000,1646.40000000,1645.01000000,1646.22000000,1110.85180000
2023-08-26 20:00:00,1646.21000000,1647.78000000,1645.80000000,1647.44000000,695.91610000
2023-08-26 20:30:00,1647.44000000,1647.90000000,1645.95000000,1647.50000000,989.95110000
2023-08-26 21:00:00,1647.50000000,1650.50000000,1647.40000000,1650.42000000,1228.93630000
2023-08-26 21:30:00,1650.42000000,1650.42000000,1648.84000000,1649.16000000,1452.23020000
2023-08-26 22:00:00,1649.16000000,1650.20000000,1648.81000000,1649.00000000,929.20350000
2023-08-26 22:30:00,1649.00000000,1649.33000000,1648.10000000,1648.55000000,451.25140000
2023-08-26 23:00:00,1648.54000000,1648.65000000,1645.26000000,1646.69000000,1148.36320000
2023-08-26 23:30:00,1646.69000000,1647.57000000,1646.22000000,1647.04000000,1043.96130000
2023-08-27 00:00:00,1647.03000000,1649.26000000,1646.64000000,1648.97000000,1079.39810000
2023-08-27 00:30:00,1648.98000000,1649.24000000,1647.88000000,1647.92000000,1058.76710000
2023-08-27 01:00:00,1647.91000000,1648.43000000,1646.81000000,1647.87000000,839.80790000
2023-08-27 01:30:00,1647.88000000,1649.76000000,1646.59000000,1649.76000000,2221.56020000
2023-08-27 02:00:00,1649.75000000,1650.50000000,1648.00000000,1648.25000000,1898.90570000
2023-08-27 02:30:00,1648.24000000,1648.25000000,1646.32000000,1646.35000000,1208.90150000
2023-08-27 03:00:00,1646.36000000,1647.50000000,1646.35000000,1647.05000000,667.60620000
2023-08-27 03:30:00,1647.05000000,1647.61000000,1647.05000000,1647.28000000,803.27500000
2023-08-27 04:00:00,1647.27000000,1648.61000000,1647.27000000,1648.60000000,732.29640000
2023-08-27 04:30:00,1648.60000000,1652.09000000,1648.60000000,1652.01000000,3377.86300000
2023-08-27 05:00:00,1652.01000000,1655.28000000,1651.59000000,1652.77000000,4091.84980000
2023-08-27 05:30:00,1652.77000000,1653.35000000,1651.35000000,1651.78000000,1386.14940000
2023-08-27 06:00:00,1651.78000000,1652.22000000,1649.82000000,1650.02000000,1097.10690000
2023-08-27 06:30:00,1650.02000000,1650.46000000,1647.99000000,1650.02000000,2930.01600000
2023-08-27 07:00:00,1650.01000000,1650.02000000,1649.10000000,1649.24000000,1188.25400000
2023-08-27 07:30:00,1649.24000000,1649.51000000,1648.45000000,1648.45000000,979.60410000
2023-08-27 08:00:00,1648.45000000,1650.31000000,1647.38000000,1648.58000000,2149.56550000
2023-08-27 08:30:00,1648.59000000,1652.00000000,1648.28000000,1650.97000000,1961.67700000
2023-08-27 09:00:00,1650.96000000,1651.15000000,1649.00000000,1649.94000000,1990.78600000
2023-08-27 09:30:00,1649.94000000,1651.01000000,1648.24000000,1650.50000000,2941.02350000
2023-08-27 10:00:00,1650.50000000,1652.11000000,1650.49000000,1652.11000000,1098.77060000
2023-08-27 10:30:00,1652.11000000,1652.69000000,1651.07000000,1651.08000000,1292.55060000
2023-08-27 11:00:00,1651.08000000,1651.12000000,1649.97000000,1650.69000000,1295.31870000
2023-08-27 11:30:00,1650.69000000,1650.69000000,1648.99000000,1649.31000000,2015.80030000
2023-08-27 12:00:00,1649.31000000,1649.55000000,1648.43000000,1648.88000000,1509.88700000
2023-08-27 12:30:00,1648.88000000,1651.07000000,1648.88000000,1650.79000000,887.20990000
2023-08-27 13:00:00,1650.79000000,1651.54000000,1650.71000000,1651.54000000,873.78060000
2023-08-27 13:30:00,1651.53000000,1652.56000000,1649.69000000,1651.54000000,1872.57720000
2023-08-27 14:00:00,1651.55000000,1659.39000000,1651.54000000,1655.70000000,8767.43950000
2023-08-27 14:30:00,1655.71000000,1659.29000000,1655.70000000,1657.66000000,3389.90580000
2023-08-27 15:00:00,1657.67000000,1659.85000000,1656.90000000,1658.36000000,2456.99580000
2023-08-27 15:30:00,1658.35000000,1658.70000000,1655.00000000,1655.44000000,1886.16030000
2023-08-27 16:00:00,1655.44000000,1658.25000000,1655.07000000,1657.93000000,1744.57660000
2023-08-27 16:30:00,1657.93000000,1660.01000000,1656.91000000,1659.25000000,2762.21890000
2023-08-27 17:00:00,1659.24000000,1660.24000000,1656.68000000,1656.69000000,1610.06370000
2023-08-27 17:30:00,1656.69000000,1656.69000000,1650.05000000,1651.66000000,3452.99040000
2023-08-27 18:00:00,1651.65000000,1653.65000000,1650.18000000,1653.11000000,1435.45340000
2023-08-27 18:30:00,1653.11000000,1655.59000000,1652.71000000,1654.96000000,1027.71010000
2023-08-27 19:00:00,1654.95000000,1658.81000000,1654.51000000,1657.66000000,1733.58260000
2023-08-27 19:30:00,1657.67000000,1658.50000000,1654.50000000,1655.89000000,1196.81620000
2023-08-27 20:00:00,1655.90000000,1656.41000000,1653.51000000,1654.81000000,1144.90990000
2023-08-27 20:30:00,1654.81000000,1655.12000000,1653.38000000,1654.33000000,844.89640000
2023-08-27 21:00:00,1654.33000000,1657.29000000,1654.12000000,1657.28000000,931.09380000
2023-08-27 21:30:00,1657.28000000,1658.40000000,1651.19000000,1653.37000000,1287.04210000
2023-08-27 22:00:00,1653.37000000,1655.26000000,1652.11000000,1654.72000000,1524.81240000
2023-08-27 22:30:00,1654.73000000,1657.60000000,1654.12000000,1657.43000000,2112.18800000
2023-08-27 23:00:00,1657.42000000,1659.00000000,1656.01000000,1657.41000000,1734.57670000
2023-08-27 23:30:00,1657.41000000,1658.36000000,1656.12000000,1658.33000000,1296.17880000
2023-08-28 00:00:00,1658.33000000,1658.33000000,1653.58000000,1653.99000000,3677.02800000
2023-08-28 00:30:00,1654.00000000,1654.52000000,1649.07000000,1651.62000000,7215.08330000
2023-08-28 01:00:00,1651.63000000,1652.10000000,1648.33000000,1651.91000000,4475.97850000
2023-08-28 01:30:00,1651.91000000,1652.11000000,1648.06000000,1649.03000000,3867.85110000
2023-08-28 02:00:00,1649.04000000,1650.88000000,1648.50000000,1650.81000000,1810.69350000
2023-08-28 02:30:00,1650.80000000,1651.81000000,1649.30000000,1650.59000000,1489.40990000
2023-08-28 03:00:00,1650.58000000,1651.00000000,1649.28000000,1650.72000000,1404.72900000
2023-08-28 03:30:00,1650.72000000,1651.40000000,1649.80000000,1649.90000000,1790.66730000
2023-08-28 04:00:00,1649.89000000,1650.17000000,1648.89000000,1650.16000000,1128.12060000
2023-08-28 04:30:00,1650.15000000,1650.50000000,1649.59000000,1650.11000000,748.12170000
2023-08-28 05:00:00,1650.10000000,1651.76000000,1648.66000000,1648.86000000,1585.86070000
2023-08-28 05:30:00,1648.87000000,1648.87000000,1636.09000000,1642.88000000,17743.71010000
2023-08-28 06:00:00,1642.88000000,1646.63000000,1642.00000000,1643.38000000,2471.36650000
2023-08-28 06:30:00,1643.38000000,1644.40000000,1641.50000000,1643.00000000,2370.20570000
2023-08-28 07:00:00,1643.01000000,1643.79000000,1641.11000000,1641.12000000,1572.91340000
2023-08-28 07:30:00,1641.11000000,1642.11000000,1638.57000000,1641.47000000,2332.98840000
2023-08-28 08:00:00,1641.47000000,1643.42000000,1640.60000000,1640.73000000,2745.04930000
2023-08-28 08:30:00,1640.74000000,1643.50000000,1639.53000000,1642.20000000,2513.99610000
2023-08-28 09:00:00,1642.21000000,1642.21000000,1621.75000000,1636.49000000,25574.00890000
2023-08-28 09:30:00,1636.49000000,1637.93000000,1632.39000000,1634.98000000,4349.82830000
2023-08-28 10:00:00,1634.98000000,1636.49000000,1634.14000000,1636.48000000,1949.10320000
2023-08-28 10:30:00,1636.48000000,1639.38000000,1636.39000000,1638.01000000,2195.13890000
2023-08-28 11:00:00,1638.00000000,1638.82000000,1636.82000000,1636.82000000,2647.45110000
2023-08-28 11:30:00,1636.82000000,1640.67000000,1636.65000000,1640.31000000,2448.92620000
2023-08-28 12:00:00,1640.32000000,1664.34000000,1640.03000000,1657.40000000,23105.37670000
2023-08-28 12:30:00,1657.40000000,1661.52000000,1651.51000000,1655.40000000,8758.22390000
2023-08-28 13:00:00,1655.39000000,1656.38000000,1651.33000000,1652.97000000,3549.42560000
2023-08-28 13:30:00,1652.96000000,1656.03000000,1648.01000000,1649.15000000,4815.75000000
2023-08-28 14:00:00,1649.16000000,1652.00000000,1646.85000000,1650.79000000,5033.20440000
2023-08-28 14:30:00,1650.79000000,1653.29000000,1648.38000000,1651.00000000,4342.58720000
2023-08-28 15:00:00,1650.99000000,1652.48000000,1648.50000000,1651.24000000,3567.11540000
2023-08-28 15:30:00,1651.25000000,1655.14000000,1642.86000000,1648.91000000,8787.60680000
2023-08-28 16:00:00,1648.92000000,1652.23000000,1647.61000000,1650.51000000,6682.44780000
2023-08-28 16:30:00,1650.51000000,1652.49000000,1648.63000000,1651.01000000,3400.51910000
2023-08-28 17:00:00,1651.01000000,1654.96000000,1649.93000000,1651.05000000,3134.77610000
2023-08-28 17:30:00,1651.04000000,1652.77000000,1648.76000000,1649.71000000,2848.68630000
2023-08-28 18:00:00,1649.71000000,1651.63000000,1646.63000000,1650.49000000,2413.14960000
2023-08-28 18:30:00,1650.50000000,1652.08000000,1647.83000000,1651.98000000,1938.08590000
2023-08-28 19:00:00,1651.98000000,1653.00000000,1637.88000000,1643.73000000,11615.63970000
2023-08-28 19:30:00,1643.74000000,1648.09000000,1643.50000000,1646.72000000,3462.93540000
2023-08-28 20:00:00,1646.73000000,1648.36000000,1644.26000000,1648.15000000,1315.69070000
2023-08-28 20:30:00,1648.15000000,1648.67000000,1645.84000000,1646.96000000,1494.32120000
2023-08-28 21:00:00,1646.96000000,1647.76000000,1645.11000000,1647.74000000,1261.88360000
2023-08-28 21:30:00,1647.75000000,1647.81000000,1644.53000000,1646.66000000,2185.01890000
2023-08-28 22:00:00,1646.66000000,1650.00000000,1645.59000000,1649.89000000,2408.70450000
2023-08-28 22:30:00,1649.90000000,1651.64000000,1647.99000000,1650.97000000,2518.46390000
2023-08-28 23:00:00,1650.98000000,1657.26000000,1650.67000000,1654.99000000,3203.78480000
2023-08-28 23:30:00,1654.99000000,1655.53000000,1652.66000000,1653.08000000,2399.38710000
2023-08-29 00:00:00,1653.08000000,1655.50000000,1652.75000000,1652.99000000,3094.22610000
2023-08-29 00:30:00,1652.99000000,1657.39000000,1652.41000000,1656.14000000,2928.00110000
2023-08-29 01:00:00,1656.15000000,1662.32000000,1654.61000000,1658.15000000,8750.64170000
2023-08-29 01:30:00,1658.14000000,1661.73000000,1655.00000000,1655.36000000,4567.99150000
2023-08-29 02:00:00,1655.37000000,1655.79000000,1652.63000000,1653.17000000,2523.71490000
2023-08-29 02:30:00,1653.16000000,1653.88000000,1651.62000000,1653.20000000,2027.66280000
2023-08-29 03:00:00,1653.21000000,1653.98000000,1650.75000000,1651.53000000,3460.14650000
2023-08-29 03:30:00,1651.52000000,1653.31000000,1651.32000000,1652.45000000,1256.32350000
2023-08-29 04:00:00,1652.46000000,1653.22000000,1651.47000000,1653.16000000,1384.74380000
2023-08-29 04:30:00,1653.17000000,1653.62000000,1649.86000000,1650.96000000,2764.97430000
2023-08-29 05:00:00,1650.97000000,1651.82000000,1649.97000000,1650.90000000,2971.53940000
2023-08-29 05:30:00,1650.89000000,1651.61000000,1648.92000000,1650.55000000,2490.22200000
2023-08-29 06:00:00,1650.55000000,1650.56000000,1647.03000000,1647.53000000,2218.82120000
2023-08-29 06:30:00,1647.54000000,1648.38000000,1645.41000000,1646.17000000,2173.52190000
2023-08-29 07:00:00,1646.16000000,1651.77000000,1645.83000000,1649.84000000,7860.67960000
2023-08-29 07:30:00,1649.83000000,1652.85000000,1644.98000000,1647.48000000,18191.67920000
2023-08-29 08:00:00,1647.48000000,1647.92000000,1644.94000000,1646.99000000,3704.69410000
2023-08-29 08:30:00,1647.00000000,1647.95000000,1645.17000000,1645.44000000,3083.06250000
2023-08-29 09:00:00,1645.44000000,1647.69000000,1645.00000000,1647.32000000,2071.49700000
2023-08-29 09:30:00,1647.32000000,1647.54000000,1645.25000000,1645.89000000,2015.46840000
2023-08-29 10:00:00,1645.88000000,1645.89000000,1641.44000000,1643.07000000,4401.52180000
2023-08-29 10:30:00,1643.06000000,1643.98000000,1640.00000000,1643.57000000,2897.95140000
2023-08-29 11:00:00,1643.57000000,1646.82000000,1642.96000000,1644.13000000,2189.28380000
2023-08-29 11:30:00,1644.12000000,1644.13000000,1640.38000000,1642.21000000,1996.28550000
2023-08-29 12:00:00,1642.20000000,1643.02000000,1640.27000000,1642.61000000,3310.08220000
2023-08-29 12:30:00,1642.62000000,1645.84000000,1642.44000000,1645.83000000,2541.43850000
2023-08-29 13:00:00,1645.83000000,1646.39000000,1643.11000000,1643.51000000,1586.14080000
2023-08-29 13:30:00,1643.51000000,1649.29000000,1642.60000000,1645.32000000,3568.08870000
2023-08-29 14:00:00,1645.32000000,1700.20000000,1645.31000000,1695.93000000,63000.71050000
2023-08-29 14:30:00,1695.94000000,1736.50000000,1692.24000000,1721.27000000,93320.74730000
2023-08-29 15:00:00,1721.28000000,1725.73000000,1710.00000000,1719.06000000,32618.94830000
2023-08-29 15:30:00,1719.06000000,1723.50000000,1713.64000000,1714.99000000,19931.89180000
2023-08-29 16:00:00,1715.00000000,1745.84000000,1708.91000000,1735.63000000,64485.94510000
2023-08-29 16:30:00,1735.62000000,1736.73000000,1726.17000000,1734.95000000,16089.09590000
2023-08-29 17:00:00,1734.96000000,1739.43000000,1730.33000000,1738.77000000,11374.07740000
2023-08-29 17:30:00,1738.77000000,1744.59000000,1731.11000000,1733.88000000,12938.39850000
2023-08-29 18:00:00,1733.89000000,1739.84000000,1731.50000000,1738.66000000,5579.09630000
2023-08-29 18:30:00,1738.67000000,1740.36000000,1734.55000000,1735.63000000,6163.46190000
2023-08-29 19:00:00,1735.64000000,1741.51000000,1732.01000000,1736.64000000,10306.45340000
2023-08-29 19:30:00,1736.63000000,1742.11000000,1734.89000000,1735.28000000,12218.14970000
2023-08-29 20:00:00,1735.28000000,1742.29000000,1735.14000000,1741.88000000,8848.74730000
2023-08-29 20:30:00,1741.88000000,1742.00000000,1725.68000000,1726.36000000,12571.85720000
2023-08-29 21:00:00,1726.35000000,1734.22000000,1726.35000000,1731.99000000,5762.85710000
2023-08-29 21:30:00,1732.00000000,1732.93000000,1730.35000000,1732.18000000,1899.81220000
2023-08-29 22:00:00,1732.19000000,1734.83000000,1727.13000000,1729.05000000,3323.89660000
2023-08-29 22:30:00,1729.05000000,1731.15000000,1727.85000000,1729.94000000,2048.54920000
2023-08-29 23:00:00,1729.95000000,1730.11000000,1721.82000000,1724.93000000,5149.53680000
2023-08-29 23:30:00,1724.93000000,1731.98000000,1723.36000000,1729.42000000,4708.44560000
2023-08-30 00:00:00,1729.41000000,1730.85000000,1727.22000000,1728.74000000,3391.57920000
2023-08-30 00:30:00,1728.74000000,1730.93000000,1721.68000000,1722.02000000,4956.99910000
2023-08-30 01:00:00,1722.02000000,1723.02000000,1713.23000000,1717.49000000,9151.55200000
2023-08-30 01:30:00,1717.49000000,1720.34000000,1715.61000000,1718.90000000,3569.30360000
2023-08-30 02:00:00,1718.89000000,1720.00000000,1715.05000000,1715.75000000,6337.74650000
2023-08-30 02:30:00,1715.75000000,1720.17000000,1715.52000000,1716.65000000,2663.09850000
2023-08-30 03:00:00,1716.65000000,1717.68000000,1712.76000000,1716.97000000,5167.17170000
2023-08-30 03:30:00,1716.98000000,1719.70000000,1716.95000000,1718.62000000,2524.58830000
2023-08-30 04:00:00,1718.62000000,1720.88000000,1718.33000000,1718.80000000,2495.66180000
2023-08-30 04:30:00,1718.80000000,1719.56000000,1718.25000000,1719.22000000,1349.75480000
2023-08-30 05:00:00,1719.21000000,1720.08000000,1718.10000000,1718.44000000,1652.29620000
2023-08-30 05:30:00,1718.43000000,1722.20000000,1717.25000000,1720.80000000,2981.89780000
2023-08-30 06:00:00,1720.79000000,1720.80000000,1719.00000000,1720.31000000,1907.54890000
2023-08-30 06:30:00,1720.31000000,1720.55000000,1716.36000000,1717.72000000,2947.62280000
2023-08-30 07:00:00,1717.72000000,1719.34000000,1717.34000000,1719.23000000,2392.52520000
2023-08-30 07:30:00,1719.23000000,1719.24000000,1716.13000000,1717.61000000,2892.83930000
2023-08-30 08:00:00,1717.60000000,1717.79000000,1715.00000000,1716.74000000,2592.74890000
2023-08-30 08:30:00,1716.73000000,1720.00000000,1716.46000000,1719.11000000,2399.25190000
2023-08-30 09:00:00,1719.11000000,1719.12000000,1711.19000000,1712.13000000,4683.07760000
2023-08-30 09:30:00,1712.14000000,1718.45000000,1711.62000000,1715.30000000,4528.59930000
2023-08-30 10:00:00,1715.31000000,1718.33000000,1715.01000000,1718.33000000,1859.49220000
2023-08-30 10:30:00,1718.33000000,1720.55000000,1718.23000000,1719.78000000,3659.64320000
2023-08-30 11:00:00,1719.78000000,1719.98000000,1717.77000000,1718.30000000,3602.51850000
2023-08-30 11:30:00,1718.29000000,1718.83000000,1715.90000000,1716.20000000,3595.77460000
2023-08-30 12:00:00,1716.20000000,1720.00000000,1715.07000000,1719.88000000,4833.98500000
2023-08-30 12:30:00,1719.87000000,1720.53000000,1712.97000000,1717.75000000,6104.50040000
2023-08-30 13:00:00,1717.74000000,1722.23000000,1716.75000000,1720.99000000,5243.41780000
2023-08-30 13:30:00,1721.00000000,1721.90000000,1702.59000000,1718.34000000,16349.33710000
2023-08-30 14:00:00,1718.35000000,1720.16000000,1710.44000000,1712.99000000,7639.44740000
2023-08-30 14:30:00,1712.99000000,1715.04000000,1694.34000000,1702.85000000,22214.68320000
2023-08-30 15:00:00,1702.84000000,1707.24000000,1696.61000000,1703.11000000,9510.98600000
2023-08-30 15:30:00,1703.10000000,1708.56000000,1703.10000000,1703.61000000,4926.78400000
2023-08-30 16:00:00,1703.61000000,1704.48000000,1697.80000000,1702.68000000,5451.10710000
2023-08-30 16:30:00,1702.68000000,1703.14000000,1695.93000000,1700.38000000,6155.39060000
2023-08-30 17:00:00,1700.37000000,1704.12000000,1697.40000000,1703.74000000,4569.07170000
2023-08-30 17:30:00,1703.74000000,1704.56000000,1700.20000000,1700.90000000,1550.34900000
2023-08-30 18:00:00,1700.89000000,1701.16000000,1696.93000000,1696.97000000,3374.54750000
2023-08-30 18:30:00,1696.97000000,1705.21000000,1696.96000000,1704.15000000,1744.36390000
2023-08-30 19:00:00,1704.16000000,1705.02000000,1701.45000000,1701.86000000,2375.81800000
2023-08-30 19:30:00,1701.86000000,1704.79000000,1701.45000000,1701.55000000,2140.50940000
2023-08-30 20:00:00,1701.56000000,1706.00000000,1701.55000000,1705.45000000,2322.64190000
2023-08-30 20:30:00,1705.44000000,1706.07000000,1702.71000000,1703.83000000,1568.11610000
2023-08-30 21:00:00,1703.84000000,1708.34000000,1703.26000000,1703.80000000,3036.70230000
2023-08-30 21:30:00,1703.80000000,1705.53000000,1702.56000000,1703.57000000,1685.59800000
2023-08-30 22:00:00,1703.56000000,1706.78000000,1702.14000000,1702.60000000,1682.62000000
2023-08-30 22:30:00,1702.59000000,1704.33000000,1701.48000000,1701.48000000,1472.88860000
2023-08-30 23:00:00,1701.48000000,1705.50000000,1701.27000000,1705.17000000,2123.15050000
2023-08-30 23:30:00,1705.18000000,1706.60000000,1704.66000000,1705.23000000,1462.13280000
2023-08-31 00:00:00,1705.23000000,1705.23000000,1701.75000000,1702.13000000,1731.09990000
2023-08-31 00:30:00,1702.13000000,1702.36000000,1700.11000000,1701.58000000,1496.01540000
2023-08-31 01:00:00,1701.59000000,1701.59000000,1700.25000000,1701.44000000,1378.26410000
2023-08-31 01:30:00,1701.45000000,1702.25000000,1698.93000000,1699.55000000,2593.77830000
2023-08-31 02:00:00,1699.55000000,1702.00000000,1699.29000000,1699.64000000,1290.87780000
2023-08-31 02:30:00,1699.65000000,1701.13000000,1699.37000000,1699.97000000,1458.04850000
2023-08-31 03:00:00,1699.97000000,1700.85000000,1697.29000000,1697.30000000,1898.98520000
2023-08-31 03:30:00,1697.29000000,1699.28000000,1697.29000000,1699.16000000,1367.45810000
2023-08-31 04:00:00,1699.17000000,1701.74000000,1699.16000000,1701.48000000,1339.02130000
2023-08-31 04:30:00,1701.49000000,1702.95000000,1700.83000000,1701.88000000,1837.73100000
2023-08-31 05:00:00,1701.87000000,1704.05000000,1701.21000000,1703.64000000,1581.58490000
2023-08-31 05:30:00,1703.64000000,1704.71000000,1703.44000000,1704.04000000,1227.55690000
2023-08-31 06:00:00,1704.04000000,1704.99000000,1702.80000000,1702.80000000,1426.75350000
2023-08-31 06:30:00,1702.80000000,1706.68000000,1702.79000000,1704.13000000,2147.07430000
2023-08-31 07:00:00,1704.13000000,1707.32000000,1703.84000000,1706.98000000,2184.71060000
2023-08-31 07:30:00,1706.98000000,1707.04000000,1705.03000000,1706.41000000,2153.88140000
2023-08-31 08:00:00,1706.42000000,1708.36000000,1705.50000000,1705.95000000,2747.11640000
2023-08-31 08:30:00,1705.94000000,1706.33000000,1705.13000000,1706.32000000,1635.03290000
2023-08-31 09:00:00,1706.32000000,1706.35000000,1704.00000000,1704.64000000,1886.35180000
2023-08-31 09:30:00,1704.64000000,1705.24000000,1703.75000000,1704.14000000,1709.39060000
2023-08-31 10:00:00,1704.14000000,1704.84000000,1704.14000000,1704.55000000,956.95830000
2023-08-31 10:30:00,1704.56000000,1705.27000000,1704.54000000,1705.27000000,1235.84300000
2023-08-31 11:00:00,1705.27000000,1717.90000000,1705.26000000,1712.67000000,12717.70290000
2023-08-31 11:30:00,1712.67000000,1729.00000000,1710.29000000,1713.70000000,20862.28230000
2023-08-31 12:00:00,1713.69000000,1714.08000000,1703.30000000,1710.10000000,9967.95060000
2023-08-31 12:30:00,1710.09000000,1711.44000000,1707.81000000,1708.24000000,3642.83590000
2023-08-31 13:00:00,1708.25000000,1708.47000000,1704.02000000,1705.59000000,3770.94930000
2023-08-31 13:30:00,1705.60000000,1708.54000000,1699.03000000,1704.25000000,8229.68570000
2023-08-31 14:00:00,1704.25000000,1704.80000000,1697.14000000,1702.17000000,10216.89570000
2023-08-31 14:30:00,1702.17000000,1705.45000000,1700.79000000,1705.24000000,3553.04790000
2023-08-31 15:00:00,1705.25000000,1705.27000000,1699.51000000,1701.18000000,3302.64580000
2023-08-31 15:30:00,1701.18000000,1701.43000000,1677.51000000,1689.00000000,28611.67710000
2023-08-31 16:00:00,1689.00000000,1689.01000000,1677.38000000,1680.43000000,15420.11390000
2023-08-31 16:30:00,1680.42000000,1680.66000000,1648.41000000,1651.06000000,46217.21200000
2023-08-31 17:00:00,1651.06000000,1659.96000000,1643.12000000,1659.84000000,26307.64060000
2023-08-31 17:30:00,1659.83000000,1662.07000000,1657.32000000,1660.15000000,5952.59860000
2023-08-31 18:00:00,1660.16000000,1664.63000000,1659.06000000,1660.25000000,5099.17150000
